record_type,identifier,qualified_names,declaration_kinds,header,line,declaration_sites,external_use_count,external_file_count,direct_reference_file_count,inferred_transitive_file_count,unresolved_reference_file_count,explicit_include_count,explicit_include_file_count,unqualified_include_count,unqualified_include_file_count,cmake_dependency_count,disposition,confidence,notes
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Obb.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Plane.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Plane.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/PolygonPrism.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/PolygonPrism.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Quaternion.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Quaternion.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Spline.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Spline.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Transform.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Transform.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Vector2.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Vector2.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Vector3.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Vector3.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Vector4.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/Vector4.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/VectorN.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/VectorN.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/VertexContainer.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Math/VertexContainer.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Metrics/EventLoggerReflectUtils.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Metrics/EventLoggerReflectUtils.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Module/Module.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Module/ModuleManager.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Module/ModuleManager.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Module/ModuleManagerBus.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Name/Name.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Name/Name.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/AzStdOnDemandReflection.inl,20,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/AzStdOnDemandReflectionSpecializations.cpp,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/AzStdReflectionComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/AzStdReflectionComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/BehaviorContext.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/BehaviorContext.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/ChronoReflection.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/ChronoReflection.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/ReflectContext.cpp,11,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/ReflectContext.h,11,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/ReflectionManager.cpp,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/RTTI/ReflectionManager.h,5,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptAsset.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptAsset.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptDebug.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptDebug.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptProperty.cpp,12,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptProperty.h,13,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptSystemComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptSystemComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptTimePoint.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Script/ScriptTimePoint.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/AZStdAnyDataContainer.inl,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/DataPatch.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/DataPatch.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/IdUtils.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/Json/JsonSystemComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/Json/JsonSystemComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/Json/RegistrationContext.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/SerializeContext.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/SerializeContext.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Serialization/SerializeContext_fwd.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Settings/ConfigurableStack.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Settings/ConfigurableStack.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Settings/SettingsRegistryScriptUtils.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Settings/SettingsRegistryScriptUtils.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Slice/SliceComponent.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Slice/SliceComponent.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Slice/SliceMetadataInfoComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Slice/SliceMetadataInfoComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Slice/SliceSystemComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Slice/SliceSystemComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Statistics/StatisticalProfilerProxySystemComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Statistics/StatisticalProfilerProxySystemComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Task/TaskGraphSystemComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Task/TaskGraphSystemComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Time/TimeSystem.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/Time/TimeSystem.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/UserSettings/UserSettings.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/UserSettings/UserSettings.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/UserSettings/UserSettingsComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/UserSettings/UserSettingsComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/UserSettings/UserSettingsProvider.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/AzCore/UserSettings/UserSettingsProvider.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Platform/Common/Default/AzCore/IO/Streamer/StreamerConfiguration_Default.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Platform/Windows/AzCore/IO/Streamer/StorageDriveConfig_Windows.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Platform/Windows/AzCore/IO/Streamer/StorageDriveConfig_Windows.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Platform/Windows/AzCore/IO/Streamer/StreamerConfiguration_Windows.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/AZStd/VariantSerialization.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Components.cpp,23,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/DLLMainTest.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/EntityTests.cpp,12,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Module.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Patching.cpp,12,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Rtti.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Serialization.cpp,22,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Serialization/Json/JsonSerializationUtilsTests.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Settings/ConfigurableStackTests.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzCore/Tests/Slice.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Application/Application.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Application/Application.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetCatalogComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetCatalogComponent.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetProcessorMessages.cpp,71,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetProcessorMessages.h,71,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetSeedList.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetSeedList.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetSystemComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/AssetSystemComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/Benchmark/BenchmarkAsset.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/Benchmark/BenchmarkAsset.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/Benchmark/BenchmarkSettingsAsset.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/Benchmark/BenchmarkSettingsAsset.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/CustomAssetTypeComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/CustomAssetTypeComponent.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/FileTagAsset.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ReflectContext,AZ::ReflectContext,class,ISplines.h,,Code/Framework/AzFramework/AzFramework/Asset/FileTagAsset.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
