record_type,identifier,qualified_names,declaration_kinds,header,line,declaration_sites,external_use_count,external_file_count,direct_reference_file_count,inferred_transitive_file_count,unresolved_reference_file_count,explicit_include_count,explicit_include_file_count,unqualified_include_count,unqualified_include_file_count,cmake_dependency_count,disposition,confidence,notes
symbol,AKEY_SELECTED,EAnimKeyFlags::AKEY_SELECTED,enum_value,AnimKey.h,20,AnimKey.h:20,11,3,1,1,1,0,0,9,9,,ambiguous_external_use,low,Enumerator use attribution is name-based and may collide with other enums.; some references have no directly or internally inferred CryCommon include
symbol_reference,AKEY_SELECTED,EAnimKeyFlags::AKEY_SELECTED,enum_value,AnimKey.h,,Gems/LyShine/Code/Source/Animation/AnimTrack.h,5,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AKEY_SELECTED,EAnimKeyFlags::AKEY_SELECTED,enum_value,AnimKey.h,,Gems/Maestro/Code/Source/Cinematics/AnimTrack.h,5,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AKEY_SELECTED,EAnimKeyFlags::AKEY_SELECTED,enum_value,AnimKey.h,,Gems/Maestro/Code/Tests/Tracks/AnimTrackTest.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AKEY_SORT_MARKER,EAnimKeyFlags::AKEY_SORT_MARKER,enum_value,AnimKey.h,21,AnimKey.h:21,4,2,1,1,0,0,0,9,9,,ambiguous_external_use,low,Enumerator use attribution is name-based and may collide with other enums.
symbol_reference,AKEY_SORT_MARKER,EAnimKeyFlags::AKEY_SORT_MARKER,enum_value,AnimKey.h,,Gems/Maestro/Code/Source/Cinematics/AnimTrack.h,3,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AKEY_SORT_MARKER,EAnimKeyFlags::AKEY_SORT_MARKER,enum_value,AnimKey.h,,Gems/Maestro/Code/Tests/Tracks/AnimTrackTest.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,ALLOW_AUDIT_CVARS,ALLOW_AUDIT_CVARS,object_macro,IConsole.h,37,IConsole.h:37;IConsole.h:42,5,2,1,1,0,3,3,25,25,,deferred_systemic,high,2 declaration sites are aggregated by unqualified identifier
symbol_reference,ALLOW_AUDIT_CVARS,ALLOW_AUDIT_CVARS,object_macro,IConsole.h,,Code/Legacy/CrySystem/XConsole.cpp,3,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,ALLOW_AUDIT_CVARS,ALLOW_AUDIT_CVARS,object_macro,IConsole.h,,Code/Legacy/CrySystem/XConsole.h,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,ALLOW_CONST_CVAR_MODIFICATIONS,ALLOW_CONST_CVAR_MODIFICATIONS,object_macro,IConsole.h,38,IConsole.h:38;IConsole.h:43,3,1,0,1,0,3,3,25,25,,deferred_systemic,high,2 declaration sites are aggregated by unqualified identifier
symbol_reference,ALLOW_CONST_CVAR_MODIFICATIONS,ALLOW_CONST_CVAR_MODIFICATIONS,object_macro,IConsole.h,,Code/Legacy/CrySystem/XConsole.cpp,3,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,ANIMKEY_TIME_RANGE_END_TIME_UNSET,ANIMKEY_TIME_RANGE_END_TIME_UNSET,object_macro,AnimKey.h,249,AnimKey.h:249,0,0,0,0,0,0,0,9,9,,zero_external_use_unresolved,high,
symbol,ARRAYSIZE,ARRAYSIZE,function_macro,AppleSpecific.h;LinuxSpecific.h,410,AppleSpecific.h:467;LinuxSpecific.h:410,3,1,0,1,0,0,0,0,0,,active_external_use,high,2 declaration sites are aggregated by unqualified identifier
symbol_reference,ARRAYSIZE,ARRAYSIZE,function_macro,AppleSpecific.h;LinuxSpecific.h,,Code/Legacy/CrySystem/WindowsErrorReporting.cpp,3,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AZColorToLYColorB,AZColorToLYColorB,free_function,MathConversion.h,93,MathConversion.h:93,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZColorToLYColorF,AZColorToLYColorF,free_function,MathConversion.h,80,MathConversion.h:80,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZColorToLYVec3,AZColorToLYVec3,free_function,MathConversion.h,68,MathConversion.h:68,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZColorToLYVec4,AZColorToLYVec4,free_function,MathConversion.h,73,MathConversion.h:73,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZMatrix3x3ToLYMatrix3x3,AZMatrix3x3ToLYMatrix3x3,free_function,MathConversion.h,106,MathConversion.h:106,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZMatrix3x4ToLYMatrix3x4,AZMatrix3x4ToLYMatrix3x4,free_function,MathConversion.h,134,MathConversion.h:134,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZPlaneToLyPlane,AZPlaneToLyPlane,free_function,MathConversion.h,165,MathConversion.h:165,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZTransformToLYTransform,AZTransformToLYTransform,free_function,MathConversion.h,125,MathConversion.h:125,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZVec2ToLYVec2,AZVec2ToLYVec2,free_function,MathConversion.h,28,MathConversion.h:28,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZVec3ToLYAng3,AZVec3ToLYAng3,free_function,MathConversion.h,48,MathConversion.h:48,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZVec3ToLYVec3,AZVec3ToLYVec3,free_function,MathConversion.h,38,MathConversion.h:38,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZVec4ToLYVec4,AZVec4ToLYVec4,free_function,MathConversion.h,58,MathConversion.h:58,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Free-function classification is lexical.
symbol,AZ_LEGACY_CRYCOMMON_TRAIT_USE_PTHREADS,AZ_LEGACY_CRYCOMMON_TRAIT_USE_PTHREADS,object_macro,ProjectDefines.h,89,ProjectDefines.h:89,0,0,0,0,0,0,0,1,1,,zero_external_use_unresolved,high,
symbol,AZ_LEGACY_CRYCOMMON_TRAIT_USE_UNIX_PATHS,AZ_LEGACY_CRYCOMMON_TRAIT_USE_UNIX_PATHS,object_macro,ProjectDefines.h,90,ProjectDefines.h:90,0,0,0,0,0,0,0,1,1,,zero_external_use_unresolved,high,
symbol,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,10,LoadScreenBus.h:10,9,8,4,0,4,2,2,2,2,,active_external_use,high,some references have no directly or internally inferred CryCommon include
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Code/Legacy/CrySystem/LevelSystem/LevelSystem.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Code/Legacy/CrySystem/LevelSystem/SpawnableLevelSystem.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Code/Legacy/CrySystem/System.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Code/Legacy/CrySystem/System.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Code/Legacy/CrySystem/SystemInit.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Gems/LyShine/Code/Source/LyShineLoadScreen.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Gems/LyShine/Code/Source/LyShineLoadScreen.h,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_LOADSCREENCOMPONENT_ENABLED,AZ_LOADSCREENCOMPONENT_ENABLED,function_macro,LoadScreenBus.h,,Gems/LyShine/Code/Source/LyShineModule.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,27,ISystem.h:319;ISystem.h:324;ISystem.h:456;ISystem.h:593;ISystem.h:1104;ProjectDefines.h:27;ProjectDefines.h:42;ProjectDefines.h:80;platform.h:40;platform.h:50;platform.h:64;platform.h:82;platform.h:132;platform.h:164;platform.h:326;platform.h:341;platform.h:350;platform.h:356,8,8,3,4,1,6,6,64,61,,deferred_systemic,high,18 declaration sites are aggregated by unqualified identifier; some references have no directly or internally inferred CryCommon include
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/CrySystem_precompiled.h,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/DllMain.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/LocalizedStringManager.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/System.cpp,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/System.h,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/SystemCFG.cpp,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/SystemInit.cpp,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION,AZ_RESTRICTED_SECTION,object_macro,ISystem.h;ProjectDefines.h;platform.h,,Code/Legacy/CrySystem/SystemWin32.cpp,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,40,ProjectDefines.h:40,18,7,0,7,0,0,0,1,1,,active_external_use,high,
symbol_reference,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,,Code/Legacy/CrySystem/CrySystem_precompiled.h,2,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,,Code/Legacy/CrySystem/Log.cpp,2,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,,Code/Legacy/CrySystem/Log.h,2,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,,Code/Legacy/CrySystem/SystemCFG.cpp,2,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,,Code/Legacy/CrySystem/SystemInit.cpp,4,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AZ_RESTRICTED_SECTION_IMPLEMENTED,AZ_RESTRICTED_SECTION_IMPLEMENTED,object_macro,ProjectDefines.h,,Code/Legacy/CrySystem/SystemWin32.cpp,4,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,320,CryPath.h:320;CryPath.h:334;CryPath.h:348,12,7,2,0,5,2,2,10,10,,active_external_use,medium,Free-function classification is lexical.; 3 declaration sites are aggregated by unqualified identifier; some references have no directly or internally inferred CryCommon include
symbol_reference,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,,Code/Editor/Controls/FolderTreeCtrl.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,,Code/Editor/CryEdit.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,,Code/Editor/EditorFileMonitor.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,,Code/Editor/ToolBox.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,,Code/Editor/Util/PathUtil.h,3,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,,Code/Editor/WelcomeScreen/WelcomeScreenDialog.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AddSlash,PathUtil::AddSlash,free_function,CryPath.h,,Code/Legacy/CrySystem/DebugCallStack.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,Alembic,AnimNodeType::Alembic,enum_value,Maestro/Types/AnimNodeType.h,37,Maestro/Types/AnimNodeType.h:37,4,4,3,0,1,13,13,18,18,,ambiguous_external_use,low,Enumerator use attribution is name-based and may collide with other enums.; some references have no directly or internally inferred CryCommon include
symbol_reference,Alembic,AnimNodeType::Alembic,enum_value,Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Alembic,AnimNodeType::Alembic,enum_value,Maestro/Types/AnimNodeType.h,,Gems/LyShine/Code/Source/Animation/UiAnimationSystem.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Alembic,AnimNodeType::Alembic,enum_value,Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimSequence.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Alembic,AnimNodeType::Alembic,enum_value,Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/Movie.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,Align,Align,template_function,platform.h,292,platform.h:292,29,15,0,0,15,0,0,4,4,,active_external_use,medium,Free-function classification is lexical.; some references have no directly or internally inferred CryCommon include
symbol_reference,Align,Align,template_function,platform.h,,Code/Framework/AzCore/AzCore/std/typetraits/aligned_storage.h,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Code/Framework/AzFramework/AzFramework/DocumentPropertyEditor/PropertyEditorNodes.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Code/Framework/AzFramework/AzFramework/DocumentPropertyEditor/ReflectionAdapter.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Code/Framework/AzToolsFramework/AzToolsFramework/UI/DocumentPropertyEditor/DocumentPropertyEditor.cpp,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Code/Framework/AzToolsFramework/AzToolsFramework/UI/DocumentPropertyEditor/DocumentPropertyEditor.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Include/AtomToolsFramework/Viewport/ViewportInputBehaviorController/OrbitCameraBehavior.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Source/Viewport/ViewportInputBehaviorController/OrbitCameraBehavior.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/EMotionFX/Code/EMotionFX/Tools/EMotionStudio/Plugins/StandardPlugins/Source/AnimGraph/GraphNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/EMotionFX/Code/MCore/Source/FastMath.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/EMotionFX/Code/MCore/Source/FastMath.inl,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/LyShine/Code/Include/LyShine/IDraw2d.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/LyShine/Code/Source/Draw2d.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/LyShine/Code/Source/UiTextComponent.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/OpenParticleSystem/Tools/OpenParticleSystemEditor/Viewport/InputController/OrbitCameraBehavior.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Align,Align,template_function,platform.h,,Gems/OpenParticleSystem/Tools/OpenParticleSystemEditor/Viewport/InputController/OrbitCameraBehavior.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AllocateConstFloatCVar,AllocateConstFloatCVar,function_macro,ISystem.h,1246,ISystem.h:1246;ISystem.h:1267,0,0,0,0,0,6,6,59,59,,deferred_systemic,high,2 declaration sites are aggregated by unqualified identifier
symbol,AllocateConstIntCVar,AllocateConstIntCVar,function_macro,ISystem.h,1241,ISystem.h:1241;ISystem.h:1261,10,2,0,0,2,6,6,59,59,,deferred_systemic,high,2 declaration sites are aggregated by unqualified identifier; some references have no directly or internally inferred CryCommon include
symbol_reference,AllocateConstIntCVar,AllocateConstIntCVar,function_macro,ISystem.h,,Gems/LyShine/Code/Source/LyShine.cpp,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AllocateConstIntCVar,AllocateConstIntCVar,function_macro,ISystem.h,,Gems/LyShine/Code/Source/LyShineDebug.cpp,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,Ang3,Ang3,alias,Cry_Vector3.h,1153,Cry_Vector3.h:1153,4,1,0,1,0,0,0,0,0,,compatibility_retained,medium,Access/export visibility is inferred lexically for nested aliases.
symbol_reference,Ang3,Ang3,alias,Cry_Vector3.h,,Code/Editor/Lib/Tests/test_CryLegacyDeprecation.cpp,4,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,Ang3_tpl,Ang3_tpl,template_type,Cry_Math.h;Cry_Vector3.h,31,Cry_Math.h:31;Cry_Vector3.h:945,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Visibility is inferred lexically for nested declarations.; 2 declaration sites are aggregated by unqualified identifier
symbol,AngleAxis,AngleAxis,alias,Cry_Vector3.h,1226,Cry_Vector3.h:1226,0,0,0,0,0,0,0,0,0,,compatibility_retained,medium,Access/export visibility is inferred lexically for nested aliases.
symbol,AngleAxis_tpl,AngleAxis_tpl,template_type,Cry_Math.h;Cry_Vector3.h,35,Cry_Math.h:35;Cry_Vector3.h:1196,0,0,0,0,0,1,1,0,0,,compatibility_retained,medium,Visibility is inferred lexically for nested declarations.; 2 declaration sites are aggregated by unqualified identifier
symbol,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,17,IMovieSystem.h:67;Maestro/Types/AnimNodeType.h:17,256,36,34,0,2,13,13,58,58,,active_external_use,medium,Visibility is inferred lexically for nested declarations.; 2 declaration sites are aggregated by unqualified identifier; some references have no directly or internally inferred CryCommon include
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/AnimationContext.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/SelectLightAnimationDialog.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/AssetBlendKeyUIControls.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/CharacterKeyUIControls.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/SequenceBatchRenderDialog.cpp,3,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TVEventsDialog.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewAnimNode.cpp,36,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewAnimNode.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewDialog.cpp,5,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewFindDlg.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewNode.cpp,19,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewNodeFactories.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewNodes.cpp,61,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewNodes.h,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
